product,total_quantity_sold,total_revenue,average_quantity_sold,predicted_60_day_quantity,reason
Steel Scrubber,18.0,35.82,18.0,1080.0,Prediction is based on average quantity sold during the given timeframe.
Straw Coconut,327.0,975.73,327.0,19620.0,Prediction is based on average quantity sold during the given timeframe.
Sujata Atta 20 Lb,17.0,322.83,17.0,1020.0,Prediction is based on average quantity sold during the given timeframe.
Sujata Atta 4Lb,20.0,99.8,20.0,1200.0,Prediction is based on average quantity sold during the given timeframe.
Sujata Chikki Atta 20Lb,1.0,28.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Sujata Gold Atta 20 Lb,6.0,131.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Sujata Gold Atta 4Lb,10.0,59.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Sujata Microwavable Roti 12P,11.0,32.89,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
Sujata Microwaveable (30 Pioc),2.0,13.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Sujata Multigrain Atta 10 Lb,5.0,79.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Sujata Multigrain Roti 12pcs,5.0,14.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Sujata Tawa Chapathi 30Pcs,11.0,76.89,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
Sujata Tawa Chapati 12Ct,12.0,29.88,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Sumeru Grated Coconut 450G,52.0,145.08,52.0,3120.0,Prediction is based on average quantity sold during the given timeframe.
Sumeru Grated Coconut Vp,32.0,166.08,32.0,1920.0,Prediction is based on average quantity sold during the given timeframe.
Sumeru Malabar Paratha 300Gm,1.0,1.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Sunfeast Moms Magic 250G,9.0,20.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Sunfeat Moms Magic 750g,12.0,78.88,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Sunflower Oil 1Lit,9.0,44.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Sunrise Coffee /200G,11.0,98.89,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
Super Tower Gulkand(800Gms),17.0,84.83,17.0,1020.0,Prediction is based on average quantity sold during the given timeframe.
Super Tower gulkand 400g,34.0,101.66,34.0,2040.0,Prediction is based on average quantity sold during the given timeframe.
Supercleaner 4 Pk,3.0,8.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Surf Excel 400G,4.0,11.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Almonds 400g,4.0,27.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Alu Bukhara Red 400G,13.0,77.87,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Anjeer 200G,19.0,170.81,19.0,1140.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Basmati Mamra 400G,30.0,59.7,30.0,1800.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Besan 2Lb,23.0,68.77,23.0,1380.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Black Salt 200g,27.0,26.73,27.0,1620.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Blanched Peanuts,8.0,23.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Blanched peanuts 14oz,9.0,31.41,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Chana Dal,30.0,209.7,30.0,1800.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Chana Dal 2Lb,76.0,303.24,76.0,4560.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Channa 2Lb,21.0,83.79,21.0,1260.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Channa 4Lb,13.0,90.87,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Coco Slice/200Gm,45.0,133.55,45.0,2700.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Cold Pressed Peanut Oil,19.0,170.81,19.0,1140.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Cold pressed peanut 5L,7.0,202.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Dadar Goti Jowar Flour,1.0,5.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Daliya Split 400gm,56.0,167.44,56.0,3360.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Daliya Split 800 gm,31.0,148.19,31.0,1860.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Dry Coco Whole,14.0,27.86,14.0,840.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Half Coconut 200G,139.0,346.11,139.0,8340.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Horse Gram/2Lbs,7.0,27.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Jaggery 1.1lb,19.0,47.5,19.0,1140.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Jaggery Bottle 400g,35.0,104.65,35.0,2100.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Jumbo Cashews 28oz,2.0,37.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Kalachana 4Lb,17.0,84.83,17.0,1020.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Kolhapuri Jarrey 4.4LB,4.0,27.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Mahabaleshwari Chana 400g,13.0,38.87,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Masoor dal 2lb,5.0,19.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Moong Dal/4Lbs,22.0,139.78,22.0,1320.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Moong Whole/4Lb,23.0,137.77,23.0,1380.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Panipuri,27.0,53.73,27.0,1620.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Peanut Chikki 200g,13.0,38.87,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Phool Makhana,1.0,8.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Ragi Flour /2Lb,10.0,23.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Ragi Unfried Panipuri,1.0,1.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Rangoli Colours White,2.0,3.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Roasted Channa 400G,12.0,29.88,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Rose Water 200Ml,12.0,23.88,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Soya Wadi 200G,45.0,89.55,45.0,2700.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Toor Dal 4Lb,29.0,197.72,29.0,1740.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Toor Dal Plain 2Lb,20.0,79.8,20.0,1200.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Urad Dal 2Lb,9.0,35.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Urad Dal 4Lb,9.0,59.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Urad split 4LB,5.0,24.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Walnuts 7Oz,21.0,146.79,21.0,1260.0,Prediction is based on average quantity sold during the given timeframe.
Swagat Whole Moong/2Lb,41.0,143.09,41.0,2460.0,Prediction is based on average quantity sold during the given timeframe.
Swagat ajwain seeds 200g,20.0,59.8,20.0,1200.0,Prediction is based on average quantity sold during the given timeframe.
Swarna Chakki Atta 20 Lbs,5.0,74.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Swarna Chakki Atta 4Lbs,20.0,79.8,20.0,1200.0,Prediction is based on average quantity sold during the given timeframe.
Swarna MAIDA 4LB,2.0,7.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Sweet Potato,758.3,2512.42,758.3,45498.0,Prediction is based on average quantity sold during the given timeframe.
Sweet Potato / Lb,50.8,101.1,50.8,3048.0,Prediction is based on average quantity sold during the given timeframe.
Swetha Buffolo Ghee(820G),2.0,35.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Swetha Cow Ghee 820Gms,10.0,179.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Swetha Idli Rava 4lb,13.0,64.87,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Swetha Jaggery Powder 2LB,16.0,79.84,16.0,960.0,Prediction is based on average quantity sold during the given timeframe.
Swetha Medhu Vada,1.0,7.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Swetha Organic Idly Rice 20Lb,1.0,22.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Swetha Peanut Oil 1 Liter,10.0,79.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Swetha Peanut Oil 2 Litter,9.0,134.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Swetha Ponni Boiled Rice 20Lb,2.0,37.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Swetha Ponni Raw Rice 20Lb,1.0,18.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Swetha Proso Millet 2Lb,7.0,34.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Swetha Ragi Millet 2Lb,34.0,135.66,34.0,2040.0,Prediction is based on average quantity sold during the given timeframe.
Swetha Telugu Crystal Sona Masoori 20lb,4.0,119.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Swetha Telugu Hand Pound Sona Masoori 20lb,16.0,426.84,16.0,960.0,Prediction is based on average quantity sold during the given timeframe.
Swetha Thati Munjalu,24.0,143.76,24.0,1440.0,Prediction is based on average quantity sold during the given timeframe.
Swetha basmati mamara 400g,15.0,44.85,15.0,900.0,Prediction is based on average quantity sold during the given timeframe.
Swetha sabudana 2LB,18.0,53.82,18.0,1080.0,Prediction is based on average quantity sold during the given timeframe.
Swtha Ps 25 Samosa,2.0,23.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
T FOODS KASHMIRI 400G,10.0,59.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
TAMICON CHAT & SNACK 270G,2.0,7.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
TAMICON SWEET DIP 270G,1.0,3.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
TAmicon Date & Tamarind paste,1.0,3.49,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
TEA CUPS,1.0,4.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
TELUGU ANDHRA MIX 400G,3.0,12.98,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
TELUGU BROWN R sona masoori RICE 10 LB,4.0,51.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
TELUGU BUFFALO GHEE 280G,6.0,41.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
TELUGU BYADGI CHILLI 200G,26.0,77.74,26.0,1560.0,Prediction is based on average quantity sold during the given timeframe.
TELUGU CHHOLE MASALA 50G,10.0,19.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
TELUGU COW GHEE 280G,6.0,41.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
TELUGU HAND POUND RICE 10LB,9.0,121.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
TELUGU Hand Pound RICE 2LB,3.0,14.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
TELUGU KALANDAM 400GM,2.0,7.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
TELUGU KALKANDAM 200G,10.0,19.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
TELUGU PULAO RICE 2LB,8.0,39.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
TELUGU ROASTED WHEAT RAVA 4LB,2.0,11.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
TELUGU SAMBAR MIX 312G,7.0,16.03,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
TELUGU SEERAGA SAMBA RICE 10LB,1.0,12.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
TELUGU kb 400G,4.0,19.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
TELUGUGREENTAMARINDPICKLE300G,2.0,5.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
THIRUMALA PANEER 14 OZ,43.0,300.57,43.0,2580.0,Prediction is based on average quantity sold during the given timeframe.
THUMS UP ENERGY DRINK,11.0,10.89,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
THUMS UP ORANGE,5.0,4.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
TIGER BALM RED 21ML,3.0,8.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
TOMATO RICE POWDER 200GM,1.0,2.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
TULSI KYARA BIG,3.0,77.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
TURIA,1383.56,2517.34,1383.56,83013.59999999999,Prediction is based on average quantity sold during the given timeframe.
Taaza Malai chum chum 341gm,4.0,27.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Taaza champakali 341gm,1.0,6.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Taaza kala jamoon 341gm,5.0,34.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Taaza malai sandwich 341gm,1.0,6.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Taj Mahal 100tea bags,11.0,87.89,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
Taj Mahal 1Kg,16.0,267.84,16.0,960.0,Prediction is based on average quantity sold during the given timeframe.
Taj Mahal Tea900Gms,13.0,207.87,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Taj mahal 450g,24.0,191.76,24.0,1440.0,Prediction is based on average quantity sold during the given timeframe.
Tamicon 1 Kg,2.0,17.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Tamicon Concetrate Paste,36.0,71.64,36.0,2160.0,Prediction is based on average quantity sold during the given timeframe.
Tamicon Pani Puri Instant past,11.0,38.39,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
Tandeljo(Amaranth) Red / Lb,1.11,6.65,1.11,66.60000000000001,Prediction is based on average quantity sold during the given timeframe.
Tandoori Plain Naan 16 Pieces,34.0,271.66,34.0,2040.0,Prediction is based on average quantity sold during the given timeframe.
Tanteljo Lvs/Ea,57.15,203.57,57.15,3429.0,Prediction is based on average quantity sold during the given timeframe.
Tarbhana No 3,4.0,7.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Tarbhana No 6,2.0,13.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Tasty Fresh PANEER,8.0,51.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Tata Gold Tea 1 Kg,6.0,89.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Tata Salt 1KG,116.0,288.84,116.0,6960.0,Prediction is based on average quantity sold during the given timeframe.
Tata Salt 650Gm,13.0,38.87,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Tata Salt Lite 1Kg,36.0,89.14,36.0,2160.0,Prediction is based on average quantity sold during the given timeframe.
Tata Tea Chakra gold 2Lb,6.0,89.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Tata Tea Gold 450G,13.0,77.87,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Tata Tea Gold 900G,8.0,95.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Tata Tea Premium 450G,13.0,77.87,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Tata Tea Premium Black Tea 900g,3.0,29.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Tattva Organic Biryani Basmatirice10Lb,3.0,74.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Taza Parathas 5pcs,6.0,17.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Taza Romali roti 8pcs,7.0,27.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Tazza Cham Cham (341 gms),5.0,34.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Tazza MAKHANA Tangy tamato,8.0,11.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Tazza Mango Juice 2LB,6.0,23.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Tea India 1 Lb,10.0,59.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Tea India 2Lb,1.0,10.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Tea India Tea Bags 216 bags,6.0,59.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Tea Strainer 2 In 1,4.0,15.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Telgu Andhra Mixture 6 Oz,71.0,188.79,71.0,4260.0,Prediction is based on average quantity sold during the given timeframe.
Telugsweetha Sesame Chikki Bar,4.0,9.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Amla 300G,8.0,19.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Biryani Masala 75g,14.0,27.86,14.0,840.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Chakkalu 170Gm,74.0,184.26,74.0,4440.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Chat Masala 80G,12.0,23.88,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Chekodilu 6Oz,151.0,400.99,151.0,9060.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Chethi Chakkalu 170Gm,39.0,105.11,39.0,2340.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Chintha Chiguru,47.0,234.53,47.0,2820.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Chukka Kura,32.0,95.68,32.0,1920.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Corn Samosa,3.0,14.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Dalia Split 400gm,10.0,29.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Dalia Split 800gm,8.0,39.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Dalia Splits 800g,14.0,69.86,14.0,840.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Fish Masala 100G,2.0,3.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Foxtail Millet 2lb,35.0,174.65,35.0,2100.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Garlic Pickle 300G,4.0,9.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Ginger 300G,9.0,26.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Ginger Garlic Paste680G,17.0,84.83,17.0,1020.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Gongura 300G,4.0,11.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Green Chilli 300G,1.0,2.49,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Hyderabadi Veg Biryani 100g,5.0,9.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Idli Rava 4Lb,45.0,304.55,45.0,2700.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Idly Rice 20lb,4.0,91.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Telugu India Sugar 2lb,79.0,275.71,79.0,4740.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Jaggery Balls 2LB,12.0,59.88,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Jaggery Cubes Light 2LB,8.0,39.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Jaggery Powder 2lb,9.0,44.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Janthikalu 6Oz,39.0,101.61,39.0,2340.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Kandi Podi 100g,4.0,7.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Kara Boondi 170Gm,94.0,252.06,94.0,5640.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Karapusa 6Oz,47.0,122.53,47.0,2820.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Kura Karam Podi 100g,3.0,5.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Lime Ginger,6.0,13.44,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Lime Pickle 300G,4.0,11.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Mango Avakaya 300G,23.0,68.77,23.0,1380.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Mango Cut 300G,5.0,12.45,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Mango Ginger,6.0,14.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Mango Thokku 300G,19.0,47.31,19.0,1140.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Meat Masala 90G,5.0,9.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Mini Muruku 6Oz,24.0,64.26,24.0,1440.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Mint Pickle 300G,3.0,7.47,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Mixed Veg Pickle,3.0,7.47,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Mullu Murukulu 6Oz,39.0,106.11,39.0,2340.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Nuvvula Karam Podi 100g,4.0,7.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Org S Masoori Rice 10Lb,1.0,18.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Organic Idli Rava 4Lb,21.0,125.79,21.0,1260.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Pav Bhaji Masala 50G,6.0,11.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Peanut Chikki Bar,55.0,136.95,55.0,3300.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Poha Thick 4Lb,1.0,6.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Ponnaganti 200G,14.0,55.86,14.0,840.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Putnala Karam Podi 100g,10.0,19.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Rasam Powderr,5.0,9.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Red Chilli,12.0,29.88,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Rice Rava 2Lb,19.0,75.81,19.0,1140.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Rice Rava 4 Lb,14.0,83.86,14.0,840.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Roasted Dalia Splits,16.0,47.84,16.0,960.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Roasted Rava 2Lb,12.0,47.88,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Roasted Rava 4Lb,8.0,55.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Roasted Wheat Rava Fine 2LB,6.0,17.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Sabudana 4Lb,11.0,65.89,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Sakinalu 6Oz,18.0,44.82,18.0,1080.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Sambar Powder 100g,10.0,19.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Sea Salt 2lb,75.0,193.25,75.0,4500.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Sea Salt 4Lb,24.0,95.76,24.0,1440.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Seeraga Sambarice 20Lb,13.0,376.87,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Smbar Chilli,9.0,26.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Sona Masoori 20Lb,8.0,163.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Sugar 4Lb,43.0,300.57,43.0,2580.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Swetha Bajara Millet,10.0,49.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Swetha Barnyard Millet,11.0,54.89,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Swetha Jowar Millet,24.0,119.76,24.0,1440.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Swetha Kodo Millet,10.0,49.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Swetha Little Millet,12.0,59.88,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Swetha Peanut Balls,39.0,97.11,39.0,2340.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Swetha Peanut Oil 1 Lit,1.0,9.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Tomato 300G,7.0,17.43,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Ullavacharu,2.0,9.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Upma Rava/Bombai 4Lb,46.0,275.54,46.0,2760.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Upma/Bombai Rava 2LB,91.0,272.09,91.0,5460.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Wheat Rava(2Lb),18.0,53.82,18.0,1080.0,Prediction is based on average quantity sold during the given timeframe.
Telugu Whole Red Chillies,7.0,27.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Telugu copra whole 1pc,43.0,107.07,43.0,2580.0,Prediction is based on average quantity sold during the given timeframe.
Telugu gongura 300g,5.0,12.45,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Telugu ragi idli rava 2lb,16.0,63.84,16.0,960.0,Prediction is based on average quantity sold during the given timeframe.
Test,0.0,0.0,0.0,0.0,Prediction is based on average quantity sold during the given timeframe.
Tetley Black Tea 900G,2.0,21.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Tetley Elaichi Tea Bags (72)Ct,7.0,41.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Tetley Ginger Teas Bags (72),5.0,29.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Tetley Masala Tea Bags (72),4.0,23.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Tetley Premium Black Tea 80ct,2.0,15.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Tetley Tea Bags 80-100 Bags,1.0,5.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Thai Chilli - Lb,1643.02,3336.24,1643.02,98581.2,Prediction is based on average quantity sold during the given timeframe.
Thai Eggplant / Lb,208.88,477.95,208.88,12532.8,Prediction is based on average quantity sold during the given timeframe.
Thali Plates 5 square,4.0,43.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Thandai Kulfi 80Ml,2.0,5.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Thirumala Dahi Yogurt 2Lb,76.0,379.24,76.0,4560.0,Prediction is based on average quantity sold during the given timeframe.
Thumbsup,73.0,364.27,73.0,4380.0,Prediction is based on average quantity sold during the given timeframe.
Thums Up Can 300Ml,26.0,51.74,26.0,1560.0,Prediction is based on average quantity sold during the given timeframe.
Tide Ultra OXI Boost 887ml,5.0,34.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
