product,barcode,order,product_quantity,total_price,average_sales_price,average_cost_price,margin
Parle Aloo Bhujia 340G,680599043581,22,22.0,55.0,2.5,1.88,13.64
Aha Karapusa 170g,709081276556,18,22.0,65.78,2.99,2.0,21.78
AAHASPICY MASALA PEANUTS 150G,764046335570,17,17.0,50.83,2.99,2.0,16.83
Janakis Andhra Hot Mix198g,850020173419,34,35.0,104.65,2.99,2.0,34.65
Town Bus Garlic Mixture 340g,8906010361228,27,31.0,152.19,4.86037037037037,2.19258064516129,84.22
BAMBINO BESAN LADDU,8901242515548,7,7.0,27.93,3.99,2.25,12.18
MAGGIE RICH SAUCE 970G,8901058004915,9,9.0,53.91,5.99,3.4999999999999996,22.41
Parle Tasty Peanuts 340G,680599043635,22,23.0,57.5,2.5,1.8699999999999999,14.49
Deep Plantain Chips 200Gm,011433157414,15,15.0,58.85,3.923333333333333,2.466666666666667,21.85
A&B KAJU GUNJIYA 341G,697333524817,5,6.0,65.94,10.99,7.599999999999999,20.34
Kurkure Masala Twisteez,8901491366229,73,99.0,98.01,0.99,0.5000000000000001,48.51
Idhayam Plain Boondi 340Gm,890023002507,18,19.0,56.81,2.99,1.69,24.7
Parle Moong Dal 340G,680599043659,20,23.0,57.5,2.5,1.8699999999999999,14.49
HERITAGE PEANUT BALLS,841970034813,20,26.0,64.74,2.49,1.75,19.24
V TUTI FRUTI BURFEE,8901777591109,5,6.0,53.94,8.99,5.8999999999999995,18.54
Deep Peanut Chikki,011433160384,61,96.0,95.04,0.99,0.62,35.52
Parle Hot N Spicy Mix340g,680599043628,22,23.0,57.27,2.49,1.5,22.77
Laxmi desi roasted Gram Snack 800G,723246291642,21,21.0,104.79,4.99,3.142857142857143,38.79
Telgu Andhra Mixture 6 Oz,8906081381705,62,71.0,188.79,2.66741935483871,1.7811267605633803,62.33
Telugu Chakkalu 170Gm,8906081381347,65,74.0,184.26,2.49,1.75,54.76
Ammas Kitchen 285Gm,723246288574,36,36.0,107.64,2.99,2.0999999999999996,32.04
Till Laddu,723246286389,49,57.0,141.43,2.479795918367347,1.55,53.08
Pepper Cashews,850020173402,24,24.0,239.76,9.99,8.0,47.76
Adukale Thengolal 180G,8906095290352,41,41.0,163.59,3.99,2.41,64.78
Deep Chegodi 200g,011433151597,34,45.0,112.05,2.49,1.75,33.3
uncle chips spicy,8901491435109,38,57.0,84.93,1.49,0.8300000000000002,37.62
Telugu Kara Boondi 170Gm,8906081381668,81,94.0,252.06,2.66283950617284,1.9000000000000001,73.46
Janaki Ribbon Pakoda 7Oz,051179975057,41,56.0,167.44,2.99,1.9100000000000001,60.48
Laxmi Kurmura Laddu,723246286402,51,60.0,119.4,1.99,0.7300000000000002,75.6
Rti Papdi 7Oz,864823000018,50,55.0,219.45,3.99,2.65,73.7
adukale muruku 180g,8906095290338,24,24.0,95.76,3.99,2.41,37.92
Bhel mix 3lb,8908002139174,8,8.0,87.92,10.99,7.0,31.92
Telugu Chekodilu 6Oz,8906081381361,124,151.0,400.99,2.631129032258065,1.9,114.09
KESAR MODAK,789555425819,10,15.0,104.85,6.99,4.989999999999999,30.0
adukale onion ring 180g,8906095290635,15,19.0,75.81,3.99,2.41,30.02
Lays Sizziling Hot,8901491001809,59,76.0,98.04,1.29,0.6000000000000001,52.44
Adukale Kayi Kodubale 180g,8906095290277,25,36.0,143.64,3.99,2.4099999999999997,56.88
Adukale Chakkli 180G,8906095290307,30,36.0,143.64,3.99,2.4099999999999997,56.88
Lx Roasted Chana 400g,723246291635,28,29.0,86.71,2.99,1.5999999999999996,40.31
Kurkure Green Chutney Rajastha,8901491103084,136,188.0,280.12,1.49,0.66,156.04
Balaji South Indian Crunchy 340g,715834395368,21,21.0,83.79,3.99,1.0000000000000004,62.79
Adukale Maddur Vada 180g,8906095290642,55,52.85,210.87,3.99,2.4100283822138127,83.5
Lays Classic Salted,8901491101837,118,160.0,238.4,1.49,0.5700000000000001,147.2
Kurkure Puffcorn 150G,8901491366052,71,103.0,153.47,1.49,0.54,97.85
Kurkure Chilli Chatka 90G,8901491100533,77,95.0,141.55,1.49,0.6600000000000001,78.85
Adukale Nippattu 180g,8906095290284,50,54.0,215.46,3.99,2.4000000000000004,85.86
Kurkure Naughty Tomato,8901491103442,141,177.0,263.73,1.49,0.5300000000000001,169.92
REGI VADIYALU,rv,21,41.0,102.09,2.49,1.0,61.09
Lay's Spanish Tom Tango 61G,8901491101820,207,319.1,475.46,1.49,0.5999999999999999,284.0
Rti Pani Puri,864823000001,103,138.0,688.62,4.99,3.5,205.62
Vijaya Chakali (198.4G),686750214371,204,277.0,966.73,3.49,2.76,202.21
Kurkure Masala Munch 130G,8901491100519,167,227.0,338.23,1.49,0.5700000000000001,208.84
Lays Hot N Sweet,8901491504782,119,196.0,292.04,1.49,0.66,162.68
Janaki's Spicy Peanuts 10 Oz,051179975071,110,121.0,724.79,5.99,4.0,240.79
Lays Cream & Onion,8901491101813,230,325.0,484.25,1.49,0.57,299.0
Mrs Bairds Bread 1Lb,070870002008,212,221.0,881.79,3.99,2.61,304.98
Lays Magic Masala,8901491101844,285,432.0,643.68,1.49,0.5699999999999998,397.44
All SWEETS,sweet,234,276.0,1973.25,7.075148936170213,4.0,869.25
     Dairy Products / Dairy,,4507,5694.23,35404.58,6.218539392774789,4.528463023095309,9618.47
Laxmi Paneer 5lb,723246293783,1,1.0,32.99,32.99,22.5,10.49
Laxmi Fresh Paneer 340g,723246293790,5,6.0,35.94,5.99,3.75,13.44
Gopi Malai Yogurt 2 Lbs,796252700095,18,18.0,89.82,4.99,3.33,29.88
priyems idli - dosa 1800 gm,850004035030,2,0.0,0.0,10.99,,0.0
Verka Low Fat Paneer,856904000352,2,2.0,13.98,6.99,5.16,3.66
Amul Masti Butter Milk 200Ml,8901262200196,13,18.0,35.82,1.99,0.9300000000000002,19.08
Honey Wheat,072945601369,1,1.0,3.49,3.49,2.5,0.99
Desi Whole Milk Yogurt-4lb,53600164108,1,1.0,6.99,6.99,5.98,1.01
priyems ragi batter 800gm,804879435532,1,1.0,6.99,6.99,5.33,1.66
priyems millet batter 800gm,850004035115,1,1.0,6.99,6.99,5.33,1.66
Priyems Dosa Batter 900gm,804879328513,7,7.0,29.95,4.278571428571428,4.0,1.95
Nanak Gajar Halwa 400Gm,797677701605,1,1.0,6.99,6.99,5.0,1.99
priyems sambar 800gm,861754000100,2,2.0,15.98,7.99,6.0,3.98
Arya Quinoa Batter 30oz,656793663559,1,1.0,7.99,7.99,5.5,2.49
AMUL MILK SHAKE,8901262152136,15,20.0,39.8,1.99,0.9999999999999998,19.8
Amul Spreadcheese Pepper 200g,8901262060035,6,6.0,23.94,3.99,2.8000000000000003,7.14
Gopi Nonfat Yogurt 2Lb(32 Oz),796252100239,16,16.0,57.34,3.58375,2.42,18.62
Brum,brum,12,14.0,55.86,3.99,2.0,27.86
Amul Malai Paneer 200G,8901262180061,4,5.0,19.95,3.99,2.75,6.2
priyems o Dosa 900gms,850004035023,4,4.0,27.96,6.99,5.33,6.64
Nanak Fresh Khoa/ Mawa 12Oz,797677600014,4,4.0,27.96,6.99,5.0,7.96
priyems idli - dosa 900 gm,804879328506,4,4.0,23.96,5.99,4.0,7.96
gopi malai cream spread,796252700408,23,25.0,99.75,3.99,2.8,29.75
Amul Cheese Block 1Kg,8901262020060,8,8.0,111.92,13.99,9.66,34.64
Gopi Mango Lassi 1 Pint,796252300196,20,23.0,91.77,3.99,2.2499999999999996,40.02
TELUGU BUFFALO GHEE 280G,8906081387080,6,6.0,41.94,6.99,3.9999999999999996,17.94
janakis thattai chips,850020173471,7,9.0,26.91,2.99,1.7999999999999998,10.71
Amul Cheese Plain,8901262060011,12,12.0,47.88,3.99,2.08,22.92
Verka Paneer 14Oz,856904000017,25,30.0,209.7,6.99,5.159999999999999,54.9
Gopi Nonfat Yogurt 4Lb,796252100277,13,14.0,111.86,7.99,6.0,27.86
Amul Butter,8901262010207,55,57.0,113.43,1.99,1.1,50.73
TELUGU COW GHEE 280G,8906081387486,6,6.0,41.94,6.99,3.9999999999999996,17.94
amul low fat dahi 1kg,8901262202619,13,11.0,65.89,5.99,0.0,65.89
Gopi Paneer (5Lb),796252701184,7,7.0,230.93,32.99,26.0,48.93
Amul Butter - 3.5 Oz,656846520129,51,68.0,155.72,2.29,1.3,67.32
Amul Cow Milk Butter Salted,8901262010320,29,28.0,195.72,6.99,4.53,68.88
Karoun's Yogurt Drink 1/2 Gal,796252300172,95,98.0,584.02,5.958421052631579,5.0,94.02
Desi Low Fat Paneer 12Oz,694162274807,29,41.0,204.59,4.99,3.75,50.84
Karoun Yogurt Drink Mint 1/2G,796252300271,52,54.0,377.46,6.99,5.5,80.46
Desi Paneer 12 Oz,694162243698,79,102.0,508.98,4.99,3.75,126.48
Gopi Lowfat Yogurt 4Lb,796252100284,39,40.0,319.6,7.99,6.000000000000001,79.6
Honest Sandwich Bread,20046512015,48,49.0,293.51,5.99,2.8,156.31
Karoun Yog Drink Mint 1Gal,796252300288,30,32.0,351.68,10.99,8.5,79.68
Verka Panner 10Oz,vpi,50,63.0,377.37,5.99,3.25,172.62
Amul Cheese Chiplet 200Gm,8901262020039,40,42.0,251.58,5.99,3.2,117.18
Gopi Low Fat Yogurt 2Lb,796252100222,54,55.0,274.45,4.99,3.25,95.7
Amul Butter -500Gm,656846510519,41,43.0,343.57,7.99,5.75,96.32
Karoun Yog Drink Plain 1Gal,796252300189,47,48.0,527.52,10.99,8.5,119.52
Amul Shakti 1 Gal,071210789634,147,156.09,933.98,5.983197278911565,4.90390159523352,168.53
Tirumala W Milk Yogurt,796252700477,50,55.0,494.45,8.99,7.0,109.45
Gopi Paneer 2.5 Lb,796252700194,43,46.0,827.54,17.99,14.5,160.54
Desi Natural Dahi low fat 4lb,053600164337,104,114.0,907.86,7.961153846153846,5.75,252.36
Amul Cheese Slices 200Gm,656846570490,105,116.0,578.84,4.99,3.5,172.84
Verka Organic Paneer 10Oz,856904000130,68,95.0,854.05,8.99,6.87,201.4
Amul Milk Slim & Trim 2%,071210789658,244,265.0,1322.35,4.99,4.0,262.35
Thirumala Dahi Yogurt 2Lb,796252700576,75,76.0,379.24,4.99,3.25,132.24
Amul masti yogurt 2.2LB,8901262202220,119,122.0,608.78,4.99,3.0,242.78
Desi Yogurt Natural-2Lb Wm,053600102568,400,420.14,1676.36,3.99,2.9599895273004235,432.75
Amul Taaza 1 Gal,071210789610,284,305.0,1521.95,4.99,4.0,301.95
AMUL MASTI YOGURT 4.4LB,8901262202268,96,100.0,899.0,8.99,5.6,339.0
Gopi Paneer 8Oz,796252700088,140,178.0,1066.22,5.99,4.1,336.42
Desi Yogurt-2Lb Lf,053600164061,162,164.0,817.36,4.983827160493827,2.96,331.92
Gopi Yogurt Plain/Whole Mi 4Lb,796252100208,193,197.0,1574.03,7.99,6.0,392.03
Gopi Yogurt Plain 2 Lbs,796252100215,306,310.0,1546.9,4.99,3.2500000000000004,539.4
Country M Dozen Eggs,078566200004,170,185.0,1150.15,6.213529411764706,3.93,423.1
Amul Gold 1 Gal,071210789627,775,871.0,5207.38,5.977212903225807,5.0,852.38
Gopi Paneer 14Oz,607390120402,290,354.0,2824.37,7.975893103448276,5.3999999999999995,912.77
Desi Natural Dahi whole milk 4lb,053600164344,433,461.0,3683.39,7.99,5.75,1032.64
"     Rice, Grains & Flour Products / Rice",,1383,1756.63,31897.66,17.85055365371955,13.290601891121065,8550.99
Bhumi Organic Rice 20Lb,bor,58,140.0,2173.24,11.24192553191489,16.99,-205.36
Kohinoor Extra Flavour(Blue) 10lb,810347000157,16,17.0,224.85,13.11625,10.0,54.85
Godavari Crystal Rice 20lb,gdr,40,45.0,1349.55,29.99,24.73311111111111,236.56
Swetha Ponni Raw Rice 20Lb,8906085270074,1,1.0,18.99,18.99,19.0,-0.01
Deccan Kerala Matta Rice 10Lb,638255894909,1,1.0,11.99,11.99,8.0,3.99
Deccan Ponni Raw/10Lb,662712226422,3,3.0,41.97,13.99,9.25,14.22
India Gate Basmati Rice Golden sella 10lb,690225103770,3,3.0,47.97,15.99,11.25,14.22
Indiagate Excel Basmati 10Lb,690225108973,12,12.0,203.88,16.99,12.950000000000001,48.48
Deccan Ponni Raw Rice 20Lb,721633110804,1,1.0,24.99,24.99,17.0,7.99
Laxmi Low Gi Basmati Rice 4Lb,723246284705,1,1.0,7.99,7.99,5.800000000000001,2.19
Laxmi Extralong Basmati 40Lb,723246285795,4,4.0,219.96,54.99,42.0,51.96
Laxmi Sona Masoori Rice 40Lb,723246286488,1,1.0,45.99,45.99,31.0,14.99
Meharban basmati rice 10lb,723246291550,3,3.0,32.97,10.99,7.5,10.47
Rayal Basmathi Rice2 lb,745042000068,2,2.0,11.98,5.99,3.75,4.48
Royal Chefs Secret (20Lb),745042000099,18,18.0,521.82,28.99,22.000000000000004,125.82
Royal Sela Basmati 10Lb,745042000136,2,2.0,29.98,14.99,10.95,8.08
Royal Jasmine Rice 2Lb,745042002031,1,1.0,5.99,5.99,3.75,2.24
ocean pearl golden sella basmati rice 20LB,747180998818,3,3.0,74.97,24.99,0.0,74.97
SDP Mart Karunguruvai Rice 4lb,810123949236,1,1.0,13.99,13.99,10.0,3.99
Kohinoor Charminar Rice 10Lb,810347000027,1,1.0,13.99,13.99,10.0,3.99
Kohinoor Brown Basmati 4Lb,810347000911,1,1.0,9.99,9.99,6.5,3.49
Kohinoor Br 4.4Lb,810347001840,2,2.0,19.98,9.99,7.0,5.98
Kohinoor Extra Long Jar 2Lb,810347002113,3,1.0,6.99,6.99,4.25,2.74
Sdp Poongar Rice 4Lb,850026857351,1,1.0,10.99,10.99,7.49,3.5
SDP mart Ottadaiyan samba Rice 4lb,850026857726,1,1.0,13.99,13.99,10.0,3.99
Reddys crystal Sona masoori rice 20lb,850064196276,4,7.0,139.93,19.99,15.0,34.93
Aara Diabetic Basmati 4Lb,852984006895,2,2.0,19.98,9.99,6.59,6.8
Kitchen King Basmati Rice 10Lb,8901696552021,2,2.0,37.98,18.99,12.499999999999998,12.98
24 Mantra Brown Basmatirice2Lb,8904083512097,1,1.0,8.99,8.99,7.0,1.99
VEDIKA RICE,8906033231232,1,1.0,22.99,22.99,16.5,6.49
ORGANIC TATTVA IDLI RICE 10LB,8906055441787,2,2.0,37.98,18.99,12.499999999999998,12.98
Tattva Organic Biryani Basmatirice10Lb,8906055441794,3,3.0,74.97,24.99,13.49,34.5
TELUGU SEERAGA SAMBA RICE 10LB,8906085277714,1,1.0,12.99,12.99,8.5,4.49
Swetha Organic Idly Rice 20Lb,8906085278681,1,1.0,22.99,22.99,15.999999999999998,6.99
TELUGU Hand Pound RICE 2LB,8906142011213,3,3.0,14.97,4.99,2.3000000000000003,8.07
TELUGU PULAO RICE 2LB,8906142011251,8,8.0,39.92,4.99,2.4000000000000004,20.72
Deccan Indrayani Rice 10Lb,8906147050996,1,1.0,18.99,18.99,11.249999999999998,7.74
Deccan Dosa Rice 10Lbs,8906147051009,1,1.0,12.99,12.99,8.600000000000001,4.39
Deccan Kalijeera 10Lbs,8906147051016,2,2.0,37.98,18.99,14.249999999999998,9.48
Deccan Sona (20Lb),8906147052464,1,1.0,22.99,22.99,14.249999999999998,8.74
FALAK EXTREME BASMATI RICE 4LB,8961100094165,1,1.0,6.99,6.99,4.4,2.59
Deccan Ponni Boiled Rice 10lb,dpb,3,4.0,51.96,12.99,8.15,19.36
Laxmi Brown Basmati Rice 4Lb,723246115245,2,2.0,11.98,5.99,4.550000000000001,2.88
Kohinoor Extra Fine rice1Kg,8901047040023,2,2.0,7.98,3.99,2.5,2.98
FALAK EXTREME BASMATI RICE 1KG,8961100092802,4,4.0,15.96,3.99,2.3000000000000003,6.76
Morton Salt 1 Lb,024600010016,12,12.0,23.88,1.99,1.6899999999999997,3.6
NUTRALEY MAPPILLAI SAMBA RICE 2LB,8908019946703,6,7.0,34.93,4.99,2.5300000000000002,17.22
Laxmi Aged Basmati Rice 4Lb,723246115085,5,5.0,34.95,6.99,4.44,12.75
SWETHA SEERGA RICE 2LB,8906142011282,1,1.0,4.99,4.99,2.4000000000000004,2.59
Kohinoor Basmati Rice,810347000324,2,2.0,19.98,9.99,7.25,5.48
Kohinoor Slr Bas Jar Rice 2Lb,810347001710,2,2.0,13.98,6.99,4.0,5.98
Laxmi Ponni Boiled Rice 10Lb,723246115139,15,16.0,207.84,12.99,9.5,55.84
Royal Brown Basmati 10Lb,745042141075,3,3.0,44.97,14.99,11.5,10.47
Telugu Sona Masoori 20Lb,8906081381545,7,8.0,163.92,20.84714285714286,17.0,27.92
Kohinoor Extra Long(gold) Basmati 2.2 Lb,8901047039027,7,7.0,34.93,4.99,3.0,13.93
Falak Basmati Extrm 10Lb,8961100092642,6,6.0,77.94,12.99,11.0,11.94
Bhumi Idly Rice 10 lb,198168838310,3,3.0,44.97,14.99,11.0,11.97
Balaji Chef Choice Basmati 10L,655295105055,3,3.0,47.97,15.99,11.99,12.0
Deccan Idli Rice 10Lb,662712226279,6,6.0,71.94,11.99,7.159999999999999,28.98
Deep Exlong Basmati/10Lb,011433162197,2,2.0,29.98,14.99,10.0,9.98
Gazab Best Extra Long 20Lb,810070980115,3,3.0,74.97,24.99,20.0,14.97
Aara Vadimatta Rice 8Lb,852984006451,2,2.0,27.98,13.99,9.0,9.98
Laxmi Brown Sona masoori 10Lb,723246284620,5,5.0,84.95,16.99,11.75,26.2
Deccanbrown sonamasooriRice,662712227115,6,6.0,77.94,12.99,7.7,31.74
Swetha Ponni Boiled Rice 20Lb,8906081389725,2,2.0,37.98,18.99,13.499999999999998,10.98
Telugu Org S Masoori Rice 10Lb,8906142012227,1,1.0,18.99,18.99,13.249999999999998,5.74
Sdp Proso Millet Pasta,850026857252,11,17.0,33.83,1.99,1.0,16.83
Daawat Basmati Rice 10 Lb,745042000266,17,15.0,284.85,18.99,15.500000000000002,52.35
Periyar Matta Rice 20Lb,665244014000,2,2.0,45.98,22.99,15.999999999999998,13.98
Sdp Mart Idly/Dosa Rice 20Lb,850026857542,4,4.0,91.96,22.99,15.989999999999998,28.0
Deccan Idly Rice 10Lb,8906147050613,5,6.0,89.94,14.99,7.199999999999999,46.74
ORGANICTATTVA T BASMATI RICE,8906055445112,2,2.0,39.98,19.99,12.04,15.9
Lal Qilla Basmathi extra long 10lb,8901161115065,12,12.0,179.88,14.99,11.0,47.88
Spd Maapillai Samba 4lb,860004172512,3,3.0,50.97,16.99,12.99,12.0
ocean pearl classic basmati 10,747180998764,3,4.0,67.96,16.99,12.499999999999998,17.96
Kohinoor Brown Basmati 10lb,810347002267,3,3.0,50.97,16.99,12.5,13.47
Laxmi Ponni Raw Rice 20Lb,723246115115,7,5.0,129.95,25.99,16.249999999999996,48.7
Kohinoor Basmati Jar -2Lb,810347000829,5,5.0,34.95,6.99,4.500000000000001,12.45
Falak Basmathi Rice 10Lb,8961100093731,6,6.0,67.94,11.32333333333333,9.0,13.94
SWETHA CHITTI RICE 2LB,8906142011275,3,4.0,19.96,4.99,2.4000000000000004,10.36
TELUGU BROWN R sona masoori RICE 10 LB,8906081386472,6,4.0,51.96,12.99,7.75,20.96
SWETHA SEERGA SAMBA 10LB,8906142015792,14,14.0,209.86,14.99,9.75,73.36
DECCAN SONA MASOORI RICE 10LB,8906147053058,4,4.0,51.96,12.99,7.6000000000000005,21.56
Laxmi Sella Pboiled Basma 10Lb,723246285719,2,2.0,39.98,19.99,8.879999999999999,22.22
Kohinoor Extra Flavor Basmati1Kg,8901047001024,17,17.0,84.83,4.99,2.75,38.08
Deccan Gobindobhog/10Lb,700147140934,4,5.0,99.95,19.99,14.25,28.7
Laxmi Idly Rice 4Lb,723246282381,10,10.0,59.9,5.99,4.0,19.9
Deccan Idli Rice 20Lb,4796003130016,12,10.0,189.9,18.99,14.25,47.4
Laxmi Brown Basamti Rice,723246300108,6,5.0,84.95,16.99,12.0,24.95
Swetha Telugu Crystal Sona Masoori 20lb,8906081384478,3,4.0,119.96,29.99,22.5,29.96
Laxmi Ponni Raw Rice 10Lb,723246115122,9,9.0,143.91,15.99,8.0,71.91
Royal Sona Masori 20Lb,rsm,14,14.0,377.86,26.99,18.95,112.56
Laxmi Kerala Kuthari Matta Ric,723246115092,3,3.0,77.97,25.99,17.25,26.22
My Villagesonamasoori 20Lb,753182498041,9,9.0,170.91,18.99,14.5,40.41
Amma Idli Rice 20lb,723246292724,2,3.0,45.97,15.99,0.0,45.97
TELUGU HAND POUND RICE 10LB,8906081382375,8,9.0,121.91,13.615,9.766666666666667,34.01
Bhumi Rajamudi Rice 5Lb,198168464328,14,15.0,149.85,9.99,7.0,44.85
Telugu Seeraga Sambarice 20Lb,8906142016232,12,13.0,376.87,28.99,18.5,136.37
India Gate Basmati Rice 20Lb,690225105248,8,8.0,215.92,26.99,19.95,56.32
LAXMI SONA MASOORI 4LB,723246115368,20,21.0,125.79,5.99,4.0,41.79
India Gate Basmati Rice 10Lb,690228510441,9,9.0,134.91,14.99,10.5,40.41
Aara Crystal Soan Massori 20Lb,850027824048,10,10.0,249.9,24.99,17.47,75.2
Deccan Low Gi Sona Masoori,8906147050637,6,6.0,95.94,15.99,8.15,47.04
Kohinoor Everyday Basmati 10Lb,810347002021,20,20.0,239.8,11.99,8.0,79.8
Deccan Sona Masoori Rice 10Lb,721633110781,12,12.0,167.88,13.99,8.0,71.88
SDP black kavuni rice,860004172529,8,7.0,55.93,7.99,0.0,55.93
telugu brown sona masoori 20lb,8906142014221,3,3.0,74.97,24.99,17.0,23.97
Royal Basmati Rice 20Lb,rb20,19,19.0,436.81,22.99,17.75,99.56
Telugu Idly Rice 20lb,8906085270081,4,4.0,91.96,22.99,13.999999999999998,35.96
Oragnic Sona Masoori Rice 10lb,723246282336,16,18.0,269.82,14.99,9.379999999999999,100.98
Kohinoor Extra Long(Gold) Basmati 10 Lb,810347001659,22,24.0,335.76,13.99,10.0,95.76
India Gate Sonamasoori 20Lb,igs,8,8.0,218.92,27.365,19.95,59.32
Deccan Kurnool Rice sona masoori 20Lb,700147142426,5,5.0,124.95,24.99,14.1,54.45
Laxmi Extra L Basmati Rice 10,723246283487,14,14.0,237.86,16.99,10.370000000000001,92.68
Deccan Jeerasamba Rice 20Lb,8906147052655,4,10.0,264.9,28.74,18.4,80.9
Kohinoor Extra Fine(Silver) Basmati10lb,810347001581,19,20.0,259.8,12.99,10.0,59.8
Daccan Brown Rice 20Lb,662712226514,5,5.0,114.95,22.99,15.0,39.95
Kohinoor Organic Sona Massori20lb,810347001680,15,18.0,371.82,20.79,15.950000000000001,84.72
Royal Basmati Rice 10Lb,rb10,20,20.0,299.8,14.99,9.95,100.8
DECCAN LOW GI SONA MASOORI 20L,8906147050460,9,9.0,215.91,23.99,15.75,74.16
Janata Sona Masoori 20Lb,8906085270432,5,8.0,159.92,19.99,13.999999999999998,47.92
Swetha Telugu Hand Pound Sona Masoori 20lb,8906081382429,15,16.0,426.84,26.65666666666667,18.703125,127.59
Laxmi Idli Rice 10Lb,723246115146,17,17.0,237.83,13.99,9.120000000000001,82.79
Deccan ponni Boiled Rice 20lb,4796003130023,10,11.0,230.89,20.99,15.5,60.39
Laxmi Low Gi Basmati Rice 10Lb,ldr10,11,19.0,322.81,16.99,11.5,104.31
Laxmi Sonamasoori Rice 10Lb,723246116143,17,17.0,203.83,11.99,8.25,63.58
Laxmi Ponni Boiled Rice 20Lb,723246115108,9,9.0,215.91,23.99,16.0,71.91
Royal Organic Sona Masori 20Lb,745042442011,8,10.0,232.9,23.365,16.905,63.85
Deccan Jeerasamba Rice 10Lbs,djr,13,22.0,316.78,15.72076923076923,9.749999999999998,102.28
Deccan Crystal Sona Masoori 20Lb,dcs,8,8.0,215.92,26.99,16.5,83.92
Laxmi Aged Basmati Rice 10Lb,723246285702,11,13.0,220.87,16.99,9.0,103.87
Royal Chef's Secret Bas 10Lb,rcsb,25,25.0,399.75,15.99,12.5,87.25
India Gate Classic Rice 10 Lb,690225105378,34,32.0,639.68,19.99,14.95,161.28
Daawat Ultima Xtral Rice 10Lb,dbg,21,23.0,436.77,18.99,14.5,103.27
Sdp Ponni Boiled Rice 20Lb,850026857511,6,8.0,223.92,27.99,18.99,72.0
Amma sona masoori rice 40LB,amma2,24,26.0,779.74,29.99,23.0,181.74
Laxmi Idli Rice - 20Lb,723246115214,19,19.0,461.81,24.30578947368421,15.592105263157896,165.56
Laxmi Crystal S Masoori 20Lb,723246264783,6,13.0,365.87,28.65666666666667,19.53846153846154,111.87
My Villagelittle Crystals20Lb,mcr,17,18.0,467.82,25.99,20.0,107.82
Deccan Sona Masoori Rice 20Lb,ds,36,34.0,747.66,21.99,13.7,281.86
Ammask Sona Masoori Rice20L,amma,49,70.0,1119.29,15.98979591836735,10.0,419.29
Vajra Sona Masoori Rice 20LB,vj,100,174.63,3486.83,19.9499,13.989978812346102,1043.76
Laxmi Sonamasoori Rice 20Lb,lx,210,239.0,4791.61,20.05666666666667,15.03765690376569,1197.61
     Religious & Cultural Items / Pooja Items,,1467,2671.99,15274.18,6.466074277456648,3.558755833667042,5765.22
Jasmine Flower (box),js,28,31.0,309.69,9.99,11.0,-31.31
Umberlla Big,umb,17,17.0,84.83,4.99,6.0,-17.17
krishna set big & small,ks660,1,1.0,16.99,16.99,20.0,-3.01
Balaji Pooja Nuts Tukda/200G,890,1,1.0,1.99,1.99,4.17,-2.18
God photo,983461187,2,2.0,10.98,5.49,7.0,-3.02
MEENA PATA,mpaj150,1,1.0,5.99,5.99,6.890000000000001,-0.9
GM Rangoli Colour,15001600,2,4.0,7.96,1.99,1.04,3.8
777 Camphor,231351351,1,1.0,2.99,2.99,1.5000000000000002,1.49
Gopuram Sambrani,646346343,1,1.0,2.99,2.99,1.5000000000000002,1.49
premier rose peatls 100g,789555426113,3,12.0,53.88,4.49,3.25,14.88
Premier kumkum 50g,804589153511,2,2.0,4.98,2.49,1.5000000000000002,1.98
premiur sindoor 50g,804589153535,1,2.0,2.98,1.49,0.8,1.38
Premier Haldi Whole,804589153658,1,1.0,2.99,2.99,2.0,0.99
Gazab Cardamom 200G,841970014587,2,2.0,16.98,8.49,5.5,5.98
Gazab Turmeric Finger 100G,841970020014,2,2.0,3.98,1.99,1.0,1.98
C F Diya (Di-26),841970026245,1,2.0,7.98,3.99,2.0,3.98
G.P Diya (Di-51),841970026269,4,4.0,19.96,4.99,2.4000000000000004,10.36
CH DIVYA,841970026313,1,1.0,4.99,4.99,2.8000000000000003,2.19
K P Diya Set Of 4,841970029482,2,2.0,7.98,3.99,2.25,3.48
PH Diya set of 4,841970029499,1,2.0,7.98,3.99,2.5,2.98
Steel Rice Palta,841970029512,2,2.0,9.98,4.99,2.75,4.48
Spd Kichili Samba Boiled rice 10lb,850026857009,2,2.0,27.98,13.99,9.79,8.4
Lord Ganesh,850616220510,1,1.0,6.99,6.99,4.800000000000001,2.19
Dabur Keora Water 250Ml,8901207003936,2,2.0,3.98,1.99,1.23,1.52
Yagna Natural incense,8901751002737,5,3.0,5.97,1.99,0.9999999999999999,2.97
HEM Chandan,8901810001008,5,5.0,19.95,3.99,2.25,8.7
HEM Mogra Incense Sticks,8901810001022,4,4.0,15.96,3.99,2.25,6.96
HEM precious fragrance,8901810001046,4,4.0,15.96,3.99,2.25,6.96
HEM Lotus,8901810001435,3,3.0,11.97,3.99,2.2500000000000004,5.22
HEM Sandalo,8901810001497,5,6.0,23.94,3.99,2.2500000000000004,10.44
HEM precious Eucalyptus,8901810001978,2,2.0,7.98,3.99,2.25,3.48
HEM Egyptian Jasmine,8901810011519,2,2.0,7.98,3.99,2.25,3.48
HEM Meditation,8901810011717,4,4.0,15.96,3.99,2.25,6.96
HEM Indian Flowers,8901810011755,3,3.0,11.97,3.99,2.2500000000000004,5.22
